,id,host_response_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,latitude,longitude,is_location_exact,accommodates,bathrooms,bedrooms,beds,price,guests_included,extra_people,minimum_nights,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,first_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,require_guest_profile_picture,require_guest_phone_verification,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,neighbourhood_cleansed0,neighbourhood_cleansed1,neighbourhood_cleansed2,neighbourhood_cleansed3,neighbourhood_cleansed4,neighbourhood_cleansed5,neighbourhood_cleansed6,neighbourhood_cleansed7,neighbourhood_cleansed8,neighbourhood_cleansed9,neighbourhood_cleansed10,neighbourhood_cleansed11,neighbourhood_cleansed12,neighbourhood_cleansed13,neighbourhood_cleansed14,neighbourhood_cleansed15,bed_type0,bed_type1,bed_type2,bed_type3,bed_type4,room_type0,room_type1,room_type2,cancellation_policy0,cancellation_policy1,cancellation_policy2
0,44054,100.0,0,9,9,1,0,39.89503,116.45163,1,9,2.0,3,4,816,6,69,1,17,34,64,339,90,20,3191.0,91,9,9,10,10,10,9,1,0,0,9,7,2,0,0.85,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
1,100213,96.53,0,4,4,1,0,40.68434,117.17231,1,2,1.0,1,1,1203,1,0,1,0,0,0,0,2,0,632.0,100,10,9,10,10,9,9,1,0,0,4,0,3,1,0.09,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
2,128496,100.0,0,1,1,1,0,39.93213,116.422,0,3,2.0,2,3,401,2,104,3,12,21,28,61,263,13,2910.0,97,10,10,10,10,10,10,0,0,0,1,1,0,0,2.71,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
3,161902,100.0,0,5,5,1,0,39.93357,116.43577,1,2,1.0,1,1,387,1,0,1,0,0,0,262,26,0,2820.0,77,8,7,9,9,9,8,1,0,0,5,5,0,0,0.28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
4,162144,100.0,0,5,5,1,0,39.93668,116.43798,1,4,1.0,1,2,553,1,0,1,16,43,73,348,37,2,2778.0,87,8,7,9,9,9,9,1,0,0,5,5,0,0,0.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
5,279078,78.0,0,6,6,1,0,39.93958,116.43485,1,2,1.0,1,1,401,2,64,1,29,59,89,364,29,9,2656.0,82,8,8,8,8,9,8,1,0,1,6,5,1,0,0.33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
6,282825,100.0,1,2,2,1,1,39.93712,116.45089,1,4,2.0,2,3,657,2,0,3,0,0,18,24,110,18,2584.0,98,10,10,10,10,10,10,0,0,0,1,1,0,0,1.28,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
7,287026,100.0,0,9,9,1,0,39.94115,116.44122,1,3,1.0,1,1,415,2,80,1,0,0,0,140,3,0,2706.0,100,9,7,7,9,8,8,0,0,0,9,8,1,0,0.03,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
8,287511,100.0,0,9,9,1,0,39.94032,116.44227,1,3,1.0,1,1,415,2,80,1,0,0,0,0,37,0,2637.0,92,9,9,9,10,9,9,0,0,0,9,8,1,0,0.42,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
9,317195,78.0,0,6,6,1,0,39.93946,116.43545,1,2,0.0,1,1,546,2,63,1,10,40,70,345,3,0,2085.0,60,7,7,5,7,8,7,1,0,1,6,5,1,0,0.04,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
10,322292,100.0,0,9,9,1,0,39.93849,116.44066,1,2,1.0,1,1,436,2,100,1,0,0,2,277,11,0,2564.0,93,9,9,8,9,10,9,0,0,0,9,8,1,0,0.13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
11,398784,100.0,0,9,9,1,0,39.89403,116.44896,1,3,1.0,1,1,885,1,69,1,30,60,90,365,4,0,1864.0,95,10,10,10,10,9,9,0,0,0,9,7,2,0,0.06,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
12,445306,100.0,0,1,1,1,1,39.91342,116.41837,1,6,1.0,2,2,934,4,104,1,11,38,66,332,158,24,2548.0,97,10,10,10,10,10,10,1,0,0,1,1,0,0,1.86,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
13,456641,100.0,0,9,9,1,0,39.93848,116.44248,1,3,1.0,1,1,436,2,100,1,0,0,0,0,8,0,2532.0,100,9,9,9,9,10,9,0,0,0,9,8,1,0,0.09,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
14,458561,100.0,0,9,9,1,0,39.93967,116.44128,1,2,1.0,1,1,477,2,80,1,0,0,2,277,5,0,2472.0,95,10,9,10,10,10,10,0,0,0,9,8,1,0,0.06,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
15,491280,100.0,0,5,5,1,0,39.93516,116.43682,1,2,1.0,1,1,387,1,0,1,0,0,0,262,4,0,2046.0,75,7,9,8,9,8,8,1,0,0,5,5,0,0,0.06,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
16,498126,100.0,0,9,9,1,0,39.94059,116.44175,1,2,1.0,1,1,415,2,80,2,0,0,0,0,15,0,2544.0,85,9,8,9,10,9,9,0,0,0,9,8,1,0,0.18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
17,537674,100.0,0,6,6,1,0,39.92412,116.37063,1,16,8.0,8,8,8900,1,200,1,30,60,90,365,11,1,2217.0,93,9,9,9,9,9,9,0,1,1,4,0,4,0,0.15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
18,554123,100.0,0,9,9,1,0,39.93879,116.4412,1,3,1.0,1,1,415,2,80,1,0,0,2,277,8,0,2480.0,90,9,9,10,9,9,9,0,0,0,9,8,1,0,0.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
19,627240,96.53,0,1,1,1,0,39.94956,116.34887,1,1,2.0,1,1,408,1,0,1,24,48,78,353,1,0,2447.0,94,10,10,6,10,10,10,0,0,0,1,0,1,0,0.01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
20,685820,100.0,0,9,9,1,1,39.90133,116.48154,1,2,1.0,1,1,429,1,0,1,30,60,90,365,7,0,1338.0,91,9,10,10,10,10,10,0,0,1,9,9,0,0,0.16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
21,762579,100.0,1,1,1,1,1,39.94612,116.34326,0,7,2.0,3,3,1093,1,0,2,18,39,60,145,70,10,2332.0,97,10,9,10,10,9,10,0,0,0,1,1,0,0,0.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
22,824570,100.0,0,9,9,1,1,39.89854,116.48338,1,2,1.0,1,1,408,1,0,1,30,60,90,365,2,0,1526.0,100,10,10,10,10,9,10,1,0,1,9,9,0,0,0.04,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
23,829407,93.0,1,4,4,1,0,39.939,116.39128999999998,1,2,1.0,1,2,297,1,97,1,19,41,71,237,120,11,2291.0,99,10,10,10,10,10,10,0,1,1,4,0,4,0,1.57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
24,851984,93.0,1,4,4,1,0,39.93923,116.39094,1,1,1.0,1,1,270,1,0,2,11,27,57,332,111,6,2311.0,99,10,10,10,10,10,10,0,1,1,4,0,4,0,1.44,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
25,855090,93.0,1,4,4,1,0,39.93946,116.39161,1,2,0.5,1,2,249,1,97,2,7,32,59,312,189,26,2299.0,99,10,10,10,10,10,10,0,1,1,4,0,4,0,2.47,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
26,873692,96.53,0,4,4,1,0,40.68602,117.17304,1,2,1.0,1,2,678,4,0,1,0,0,0,0,4,0,778.0,100,10,10,10,10,10,10,1,0,0,4,0,3,1,0.15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
27,906434,96.53,0,2,2,1,1,39.94632,116.39265,1,4,1.0,1,2,685,2,346,1,0,0,3,278,12,0,2124.0,98,10,10,10,10,10,9,0,1,1,2,1,1,0,0.17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
28,975146,100.0,0,6,6,1,1,39.93994,116.42345,1,2,1.0,1,1,491,2,0,1,9,35,62,243,100,5,2193.0,94,9,9,10,10,10,9,1,1,1,5,0,5,0,1.37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
29,1001527,100.0,0,9,9,1,0,39.94012,116.43792,0,3,1.0,1,1,415,2,80,1,0,0,2,277,14,2,2219.0,86,9,9,9,9,9,9,0,0,0,9,8,1,0,0.19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
30,1087381,78.0,0,6,6,1,0,39.93795,116.43538999999998,0,2,1.0,1,1,560,2,64,1,0,28,58,333,19,0,2200.0,91,9,9,9,9,10,9,0,0,1,6,5,1,0,0.26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
31,1115437,100.0,1,2,2,1,0,39.90366,116.43564,1,4,1.0,2,3,705,3,100,1,29,59,89,364,203,23,2199.0,96,10,9,10,10,10,10,1,0,0,2,2,0,0,2.77,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
32,1124875,100.0,1,1,1,1,0,39.92637,116.25927,0,2,2.0,1,1,159,1,35,1,0,0,8,8,79,7,2126.0,98,10,10,10,10,10,10,0,0,0,1,0,1,0,1.11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
33,1160338,100.0,0,5,5,1,1,39.91731,116.45479,1,4,2.0,2,2,968,4,265,1,0,0,0,0,33,0,1155.0,97,10,10,10,10,10,10,1,0,1,4,4,0,0,0.86,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
34,1160910,100.0,0,6,6,1,1,39.91901,116.41932,1,8,4.0,1,8,498,1,400,1,29,59,89,364,8,0,1238.0,95,9,10,10,9,9,9,0,1,1,5,0,5,0,0.19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
35,1165040,100.0,0,6,6,1,1,39.92155,116.42247,1,2,1.0,1,1,138,1,0,1,30,60,90,365,12,1,871.0,90,10,10,10,10,10,9,0,1,1,5,0,5,0,0.41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
36,1165067,100.0,0,6,6,1,1,39.9208,116.42047,1,2,1.0,1,1,505,2,380,1,30,60,90,365,36,2,1963.0,94,10,10,9,10,10,9,0,1,1,5,0,5,0,0.55,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
37,1198579,100.0,0,4,4,1,0,39.92088,116.42236,1,2,1.0,1,1,595,1,0,1,30,60,90,365,1,0,488.0,100,6,10,10,10,8,10,1,0,0,4,0,4,0,0.06,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
38,1199365,100.0,1,1,1,1,1,39.91924,116.44387,0,2,1.0,1,1,449,1,69,2,1,22,52,327,90,12,2082.0,94,10,9,10,10,10,9,0,0,1,1,1,0,0,1.3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
39,1237187,100.0,0,9,9,1,0,39.89485,116.45172,1,9,2.0,3,4,885,6,69,1,20,50,80,355,48,21,2073.0,88,9,9,9,9,9,9,1,0,0,9,7,2,0,0.69,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
40,1276777,100.0,0,9,9,1,0,39.89504,116.45131,1,11,2.0,3,5,761,6,69,1,24,47,77,327,67,30,2022.0,93,10,9,10,10,10,10,1,0,0,9,7,2,0,0.99,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
41,1285333,100.0,0,7,7,1,1,39.99381,116.49936,1,1,0.5,1,1,256,1,50,2,30,60,90,365,23,0,2142.0,89,9,9,9,10,9,9,0,0,0,6,4,2,0,0.32,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
42,1302948,100.0,0,4,4,1,0,39.92062,116.42054,1,2,1.0,1,2,712,1,0,1,30,60,90,365,2,0,1147.0,60,8,8,10,8,8,6,1,0,0,4,0,4,0,0.05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
43,1303113,100.0,0,4,4,1,0,39.92051,116.42229,1,2,1.0,1,1,982,1,0,1,30,60,90,365,2,0,1490.0,70,7,7,8,8,8,7,0,0,0,4,0,4,0,0.04,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
44,1303170,100.0,0,4,4,1,0,39.92104000000001,116.42078,1,3,1.0,1,1,1155,1,0,1,30,60,90,365,1,0,658.0,80,8,10,10,8,6,6,1,0,0,4,0,4,0,0.05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
45,1325945,100.0,0,7,7,1,1,39.99212,116.4987,1,2,1.0,1,1,297,1,0,2,30,60,90,365,18,3,2059.0,82,8,8,9,9,9,8,0,0,0,6,4,2,0,0.26,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
46,1484562,100.0,0,1,1,1,1,39.92575,116.52235,1,1,1.0,1,1,124,1,130,1,5,19,49,324,20,2,1180.0,91,9,10,10,9,9,9,0,0,0,1,0,1,0,0.51,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
47,1521874,100.0,0,1,1,1,1,39.94829,116.49684,0,1,0.5,1,1,166,1,150,2,7,37,67,342,8,0,639.0,98,10,10,10,10,9,10,0,0,0,1,0,1,0,0.37,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
48,1543047,93.0,1,4,4,1,0,39.93793,116.39264,1,1,1.0,1,1,290,1,0,2,23,25,26,274,59,3,2063.0,98,10,10,10,10,10,10,0,1,1,4,0,4,0,0.86,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
49,1635589,100.0,0,1,1,1,0,40.00121,116.4836,0,1,1.0,1,1,200,1,100,2,27,44,44,308,3,0,2034.0,93,9,8,9,10,9,9,0,1,1,1,0,1,0,0.04,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
50,1643534,100.0,1,1,1,1,0,39.88122,116.44044,1,3,1.0,1,2,373,2,75,2,2,22,52,304,53,9,2051.0,92,9,9,10,10,9,9,0,0,0,1,1,0,0,0.77,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
51,1661849,100.0,0,6,6,1,0,39.92553,116.36991,0,3,1.0,1,2,761,1,0,1,25,55,85,360,18,1,1655.0,96,10,9,10,10,9,9,0,1,1,4,0,4,0,0.33,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
52,1777848,100.0,0,1,1,1,0,39.97983,116.49724,1,3,2.0,2,2,497,1,0,3,0,4,34,309,15,3,1793.0,93,10,9,9,9,9,9,1,0,0,1,1,0,0,0.25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
53,1784379,100.0,1,6,6,1,1,39.956,116.30165,1,1,0.5,1,1,159,1,69,1,0,17,40,130,117,26,1923.0,99,10,10,10,10,10,10,0,0,0,3,2,1,0,1.82,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
54,1787002,100.0,1,1,1,1,1,39.9406,116.42196,0,2,1.0,1,1,201,2,200,3,27,53,83,358,98,32,1830.0,97,10,10,10,10,10,10,0,0,0,1,0,1,0,1.61,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
55,1787751,100.0,0,5,5,1,0,39.93601,116.43684,0,4,1.0,1,2,553,1,0,1,16,43,73,348,14,0,1861.0,78,8,7,9,9,9,8,1,0,0,5,5,0,0,0.23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
56,1834479,100.0,1,3,3,1,1,39.89265,116.60724,1,2,1.0,1,1,118,1,0,2,0,1,1,1,10,1,1807.0,90,9,9,10,10,9,9,1,0,0,3,0,3,0,0.17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
57,1834587,100.0,1,3,3,1,1,39.98808,116.50903,1,2,1.0,1,1,118,1,0,2,0,0,0,0,7,1,1027.0,86,8,9,9,9,8,9,1,0,0,3,0,3,0,0.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
58,1837260,100.0,0,5,5,1,0,39.90384,116.57642,0,2,1.0,1,1,131,1,0,2,21,45,45,45,32,8,1806.0,91,10,9,10,10,8,9,0,0,0,5,0,5,0,0.53,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
59,1900447,96.53,0,1,1,1,1,39.92277,116.40404,0,5,1.0,3,3,899,1,0,2,0,0,0,0,26,0,1967.0,93,10,9,10,10,10,9,1,0,0,1,1,0,0,0.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
60,1941773,100.0,0,3,3,1,0,39.97832,116.33714,0,2,1.0,1,1,367,16,50,1,12,28,58,333,1,1,17.0,80,8,8,10,10,10,10,0,0,0,3,3,0,0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
61,1941997,100.0,0,3,3,1,0,39.98047,116.33857,0,3,1.0,1,2,408,3,0,1,30,60,90,365,6,1,591.0,96,9,9,10,10,10,10,0,0,0,3,3,0,0,0.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
62,2022824,78.0,0,6,6,1,0,39.93856,116.43458,1,2,1.0,0,1,394,2,63,1,27,57,87,362,44,16,1642.0,88,9,8,9,9,9,9,1,0,1,6,5,1,0,0.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
63,2077431,100.0,1,1,1,1,1,39.92176,116.42238,0,4,1.0,2,3,284,2,104,3,1,6,13,210,54,11,1927.0,94,9,10,10,10,10,9,0,0,0,1,1,0,0,0.84,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
64,2095350,67.0,0,2,2,1,1,39.89905,116.45213,1,1,1.5,1,1,311,1,104,2,30,60,90,365,1,0,688.0,100,10,10,10,10,10,10,0,0,0,2,0,2,0,0.04,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
65,2432965,100.0,0,11,11,1,0,39.94102,116.44019,0,2,1.0,1,1,401,1,0,1,19,49,79,354,37,9,1737.0,92,9,9,10,10,9,9,1,0,0,11,11,0,0,0.64,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
66,2433033,100.0,0,11,11,1,0,39.94019,116.44458,1,2,1.0,1,1,401,1,0,1,19,49,79,354,54,16,1782.0,89,9,9,9,10,9,9,1,0,0,11,11,0,0,0.91,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
67,2433122,100.0,0,11,11,1,0,39.94138,116.44197,0,3,1.0,1,1,498,1,0,1,19,49,79,354,24,3,1440.0,93,10,9,9,9,10,9,1,0,0,11,11,0,0,0.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
68,2540862,100.0,0,1,1,1,1,39.94728,116.41085,1,5,2.5,3,3,1245,5,173,3,28,58,88,363,35,4,1843.0,99,10,10,10,10,10,10,0,0,0,1,1,0,0,0.57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
69,2556768,80.0,1,2,2,1,0,40.37722,116.53817,0,6,2.5,2,2,1899,1,0,1,27,57,87,362,43,13,751.0,100,10,10,10,10,10,9,1,0,0,1,0,1,0,1.71,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
70,2560741,96.53,0,1,1,1,0,40.02132,116.4321,0,2,1.0,1,1,297,1,0,3,0,0,30,305,1,0,1844.0,80,10,6,10,10,10,8,1,0,0,1,1,0,0,0.02,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
71,2719982,100.0,0,2,2,1,1,40.07707,116.5684,0,2,1.0,1,1,283,1,70,1,28,58,88,363,41,0,1693.0,82,9,8,10,9,8,8,0,0,0,2,2,0,0,0.73,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
72,2779504,100.0,0,9,9,1,0,39.89524,116.45179,1,11,2.0,3,5,1037,6,69,1,28,58,88,363,38,17,1534.0,90,9,9,9,10,9,9,1,0,0,9,7,2,0,0.74,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
73,2779901,100.0,0,9,9,1,0,39.89392,116.45123999999998,1,9,2.0,3,4,844,6,69,1,30,60,90,365,58,7,1661.0,89,9,9,9,10,9,9,1,0,0,9,7,2,0,1.05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
74,2797791,100.0,0,2,2,1,0,40.47275,116.54455,0,10,1.0,3,3,953,4,200,1,25,55,85,360,48,13,1844.0,92,9,8,10,10,10,8,0,0,0,1,1,0,0,0.78,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
75,2834282,100.0,0,2,2,1,1,40.00554,116.34342,0,1,1.0,1,1,166,1,0,1,19,49,79,354,14,2,1750.0,90,9,9,9,10,10,10,0,0,0,1,0,1,0,0.24,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
76,2989696,100.0,0,2,2,1,0,39.99312000000001,116.31588,1,1,1.0,1,1,297,1,80,2,28,30,30,30,4,0,1066.0,100,10,10,10,10,10,10,0,1,1,1,0,1,0,0.11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
77,3015545,100.0,0,7,7,1,1,40.07033,116.4258,0,2,1.0,1,1,166,1,8,1,30,60,90,365,3,1,870.0,87,9,9,8,8,8,8,0,0,0,5,2,2,1,0.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
78,3069570,50.0,0,1,1,1,0,40.08659,116.73716,0,5,3.0,4,5,953,1,0,3,23,53,83,358,1,0,1439.0,100,10,10,10,10,10,10,0,0,0,1,1,0,0,0.02,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
79,3077753,96.53,0,1,1,1,1,39.95026,116.46785,0,2,1.0,1,1,249,1,35,2,0,0,0,0,3,0,1264.0,100,10,10,10,10,10,10,0,0,0,1,1,0,0,0.07,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
80,3097388,20.0,0,1,1,1,1,39.92787,116.46037,0,3,1.0,1,1,588,1,0,3,28,58,88,363,2,0,1793.0,100,10,10,10,10,10,10,0,0,0,1,1,0,0,0.03,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
81,3139576,67.0,0,1,1,1,0,39.82466,116.55588,0,2,1.0,1,1,200,1,0,2,29,59,89,364,3,0,671.0,100,10,10,10,10,9,10,0,0,0,1,0,1,0,0.13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
82,3200395,100.0,0,9,9,1,0,39.89394,116.4503,1,9,2.0,3,4,885,6,69,1,24,54,84,359,76,12,1772.0,88,9,9,10,10,10,9,1,0,0,9,7,2,0,1.29,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
83,3243363,100.0,1,2,2,1,1,39.95691,116.30551,0,1,1.0,1,1,159,1,60,2,0,1,12,12,37,11,895.0,100,10,10,10,10,10,10,0,0,0,2,0,2,0,1.24,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
84,3371149,90.0,0,2,2,1,0,39.87509,116.37138,1,6,1.0,3,3,698,6,100,2,30,60,79,170,39,6,1193.0,83,9,8,9,9,9,9,0,0,0,1,1,0,0,0.98,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
85,3387246,100.0,0,6,6,1,1,39.91005,116.5776,0,2,1.0,1,1,338,1,39,1,30,60,90,365,18,2,1685.0,95,9,9,10,10,9,9,1,1,0,6,6,0,0,0.32,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
86,3389315,86.0,0,4,4,1,1,40.44715,116.44703,0,8,1.0,3,4,1498,1,0,2,29,59,89,89,28,5,1758.0,93,9,9,10,10,10,9,0,0,0,2,2,0,0,0.48,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
